E   ;01;***;V;****;HEL;HEL;13    ;05;01;01;VIHR  ;GRÖNA ;GREEN ;0002;Helsingin vaalipiiri                    ;Helsingfors valkrets                    ;Zahra                                             ;Abdulla                                           ;2;045;kätilö                                                                                                                                                                                                  ;091;Helsinki                                ;Helsingfors                             ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;5     ;07;02;02;RKP   ;SFP   ;SPP   ;0057;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Mikaela                                           ;Nylander                                          ;2;041;riksdagsledamot, kansanedustaja                                                                                                                                                                         ;638;Porvoo                                  ;Borgå                                   ;  ; ;1; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;5     ;07;02;02;RKP   ;SFP   ;SPP   ;0058;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Ann                                               ;Nylund-Mällinen                                   ;2;045;avdelningsskötare                                                                                                                                                                                       ;078;Hanko                                   ;Hangö                                   ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;5     ;07;02;02;RKP   ;SFP   ;SPP   ;0059;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Werner                                            ;Orre                                              ;1;037;politices magister, konsult                                                                                                                                                                             ;710;Raasepori                               ;Raseborg                                ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;5     ;07;02;02;RKP   ;SFP   ;SPP   ;0060;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Christel                                          ;Raunio                                            ;2;042;politices kandidat, förbundsdirektör, VTM, liittojohtaja                                                                                                                                                ;638;Porvoo                                  ;Borgå                                   ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;5     ;07;02;02;RKP   ;SFP   ;SPP   ;0061;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Veronica                                          ;Rehn-Kivi                                         ;2;055;arkitekt, byggnadstillsynschef, arkkitehti, rak.valv.pääll.                                                                                                                                             ;235;Kauniainen                              ;Grankulla                               ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;5     ;07;02;02;RKP   ;SFP   ;SPP   ;0062;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Ilya                                              ;Spiegel                                           ;1;035;ekonom, utrikeshandelsexpert                                                                                                                                                                            ;091;Helsinki                                ;Helsingfors                             ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;5     ;07;02;02;RKP   ;SFP   ;SPP   ;0063;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Gunilla                                           ;Starck                                            ;2;044;lab.skötare, ADB-stödperson, lab.hoit., ATK-tukihenkilö                                                                                                                                                 ;710;Raasepori                               ;Raseborg                                ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;5     ;07;02;02;RKP   ;SFP   ;SPP   ;0064;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Patrik                                            ;Strang                                            ;1;044;verkställande direktör, företagare, toim.johtaja, yrittäjä                                                                                                                                              ;049;Espoo                                   ;Esbo                                    ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;5     ;07;02;02;RKP   ;SFP   ;SPP   ;0065;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Corinna                                           ;Tammenmaa                                         ;2;037;jurist, lakimies                                                                                                                                                                                        ;257;Kirkkonummi                             ;Kyrkslätt                               ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;5     ;07;02;02;RKP   ;SFP   ;SPP   ;0066;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Jens                                              ;Tegengren                                         ;1;025;akutvårdsstud., sjuktransportör, ensih.opisk., sair.kulj.                                                                                                                                               ;235;Kauniainen                              ;Grankulla                               ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;5     ;07;02;02;RKP   ;SFP   ;SPP   ;0067;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Reidar                                            ;Wasenius                                          ;1;044;företagare, yrittäjä                                                                                                                                                                                    ;235;Kauniainen                              ;Grankulla                               ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;5     ;07;02;02;RKP   ;SFP   ;SPP   ;0068;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Anders                                            ;Wikström                                          ;1;030;informatör, tiedottaja                                                                                                                                                                                  ;753;Sipoo                                   ;Sibbo                                   ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;5     ;07;02;02;RKP   ;SFP   ;SPP   ;0069;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Midiya                                            ;Zahir Hatam                                       ;2;026;merkonom                                                                                                                                                                                                ;710;Raasepori                               ;Raseborg                                ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;5     ;07;02;02;RKP   ;SFP   ;SPP   ;0070;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Gustaf                                            ;Åberg                                             ;1;052;ingenjör, företagare                                                                                                                                                                                    ;257;Kirkkonummi                             ;Kyrkslätt                               ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;5     ;07;02;02;RKP   ;SFP   ;SPP   ;0071;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Fredrika                                          ;Åkerö                                             ;2;027;politices kandidat, förbundsordförande                                                                                                                                                                  ;710;Raasepori                               ;Raseborg                                ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;4     ;02;03;03;KOK   ;SAML  ;NCP   ;0072;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Eero                                              ;Akaan-Penttilä                                    ;1;068;lääketieteen ja kirurgian tohtori, kansanedustaja                                                                                                                                                       ;091;Helsinki                                ;Helsingfors                             ;  ; ;1; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;4     ;02;03;03;KOK   ;SAML  ;NCP   ;0073;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Risto                                             ;Anttonen                                          ;1;062;teollisuusneuvos, toimitusjohtaja                                                                                                                                                                       ;638;Porvoo                                  ;Borgå                                   ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;4     ;02;03;03;KOK   ;SAML  ;NCP   ;0074;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Elias                                             ;Erämaja                                           ;1;022;valtiotieteiden kandidaatti                                                                                                                                                                             ;434;Loviisa                                 ;Lovisa                                  ;  ; ; ;1; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;4     ;02;03;03;KOK   ;SAML  ;NCP   ;0075;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Merikukka                                         ;Forsius                                           ;2;038;kansanedustaja, luokanopettaja                                                                                                                                                                          ;927;Vihti                                   ;Vichtis                                 ;  ; ;1; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;4     ;02;03;03;KOK   ;SAML  ;NCP   ;0076;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Johanna                                           ;Hallikainen                                       ;2;039;partneruusjohtaja                                                                                                                                                                                       ;753;Sipoo                                   ;Sibbo                                   ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;4     ;02;03;03;KOK   ;SAML  ;NCP   ;0077;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Leena                                             ;Harkimo                                           ;2;048;kansanedustaja                                                                                                                                                                                          ;091;Helsinki                                ;Helsingfors                             ;  ; ;1; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;4     ;02;03;03;KOK   ;SAML  ;NCP   ;0078;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Anna                                              ;Helin                                             ;2;049;kasvatustieteiden maisteri, luokanopettaja                                                                                                                                                              ;505;Mäntsälä                                ;Mäntsälä                                ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;4     ;02;03;03;KOK   ;SAML  ;NCP   ;0079;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Paula                                             ;Irva                                              ;2;042;sairaanhoitaja                                                                                                                                                                                          ;858;Tuusula                                 ;Tusby                                   ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;4     ;02;03;03;KOK   ;SAML  ;NCP   ;0080;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Kristian (Kisu)                                   ;Jernström                                         ;1;059;kyläkauppias, musiikintekijä                                                                                                                                                                            ;149;Inkoo                                   ;Ingå                                    ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;4     ;02;03;03;KOK   ;SAML  ;NCP   ;0081;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Kari                                              ;Järvenpää                                         ;1;048;yrittäjä                                                                                                                                                                                                ;505;Mäntsälä                                ;Mäntsälä                                ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;4     ;02;03;03;KOK   ;SAML  ;NCP   ;0082;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Petteri                                           ;Järvinen                                          ;1;049;diplomi-insinööri                                                                                                                                                                                       ;049;Espoo                                   ;Esbo                                    ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;4     ;02;03;03;KOK   ;SAML  ;NCP   ;0083;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Jyrki                                             ;Katainen                                          ;1;039;kansanedustaja, valtiovarainministeri                                                                                                                                                                   ;049;Espoo                                   ;Esbo                                    ;  ; ;1; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;4     ;02;03;03;KOK   ;SAML  ;NCP   ;0084;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Pia                                               ;Kauma                                             ;2;044;kauppatieteiden maisteri, toimitusjohtaja                                                                                                                                                               ;049;Espoo                                   ;Esbo                                    ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;4     ;02;03;03;KOK   ;SAML  ;NCP   ;0085;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Annika                                            ;Kokko                                             ;2;043;kasvatustieteiden maisteri, opintojohtaja                                                                                                                                                               ;106;Hyvinkää                                ;Hyvinge                                 ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;4     ;02;03;03;KOK   ;SAML  ;NCP   ;0086;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Ari                                               ;Konttas                                           ;1;048;maatalous- ja metsätieteiden maisteri, yrittäjä                                                                                                                                                         ;049;Espoo                                   ;Esbo                                    ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;4     ;02;03;03;KOK   ;SAML  ;NCP   ;0087;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Janne                                             ;Laakkonen                                         ;1;035;lakimies                                                                                                                                                                                                ;755;Siuntio                                 ;Sjundeå                                 ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;4     ;02;03;03;KOK   ;SAML  ;NCP   ;0088;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Tommi                                             ;Laakso                                            ;1;039;elintarviketieteiden maisteri, tuotantojohtaja                                                                                                                                                          ;049;Espoo                                   ;Esbo                                    ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;4     ;02;03;03;KOK   ;SAML  ;NCP   ;0089;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Elina                                             ;Laavi                                             ;2;029;pääsihteeri                                                                                                                                                                                             ;245;Kerava                                  ;Kervo                                   ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;4     ;02;03;03;KOK   ;SAML  ;NCP   ;0090;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Ahmed                                             ;Ladarsi                                           ;1;058;opistoisäntä, kirjailija                                                                                                                                                                                ;092;Vantaa                                  ;Vanda                                   ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;4     ;02;03;03;KOK   ;SAML  ;NCP   ;0091;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Sanna                                             ;Lauslahti                                         ;2;045;hallintotieteen tohtori, kansanedustaja                                                                                                                                                                 ;049;Espoo                                   ;Esbo                                    ;  ; ;1; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;4     ;02;03;03;KOK   ;SAML  ;NCP   ;0092;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Eero                                              ;Lehti                                             ;1;066;kansanedustaja, yrittäjä                                                                                                                                                                                ;245;Kerava                                  ;Kervo                                   ;  ; ;1; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;4     ;02;03;03;KOK   ;SAML  ;NCP   ;0093;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Elina                                             ;Lepomäki                                          ;2;029;diplomi-insinööri, kauppatieteiden maisteri                                                                                                                                                             ;049;Espoo                                   ;Esbo                                    ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;4     ;02;03;03;KOK   ;SAML  ;NCP   ;0094;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Marjo                                             ;Matikainen-Kallström                              ;2;046;diplomi-insinööri, kansanedustaja                                                                                                                                                                       ;049;Espoo                                   ;Esbo                                    ;  ; ;1; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;4     ;02;03;03;KOK   ;SAML  ;NCP   ;0095;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Outi                                              ;Mäkelä                                            ;2;036;kauppatieteiden maisteri, kansanedustaja                                                                                                                                                                ;543;Nurmijärvi                              ;Nurmijärvi                              ;  ; ;1; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;4     ;02;03;03;KOK   ;SAML  ;NCP   ;0096;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Tapani                                            ;Mäkinen                                           ;1;046;kansanedustaja                                                                                                                                                                                          ;092;Vantaa                                  ;Vanda                                   ;  ; ;1; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;4     ;02;03;03;KOK   ;SAML  ;NCP   ;0097;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Mari                                              ;Nevalainen                                        ;2;041;valtiotieteiden maisteri, tiedottaja MTi                                                                                                                                                                ;049;Espoo                                   ;Esbo                                    ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;4     ;02;03;03;KOK   ;SAML  ;NCP   ;0098;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Marika                                            ;Niemi                                             ;2;042;kauppatieteiden maisteri, opettaja                                                                                                                                                                      ;049;Espoo                                   ;Esbo                                    ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;4     ;02;03;03;KOK   ;SAML  ;NCP   ;0099;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Lasse                                             ;Norres                                            ;1;058;viihde- ja viestintäalan yrittäjä, toimitusjohtaja                                                                                                                                                      ;092;Vantaa                                  ;Vanda                                   ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;4     ;02;03;03;KOK   ;SAML  ;NCP   ;0100;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Anitta                                            ;Orpana                                            ;2;057;valtiotieteen maisteri, lehtori                                                                                                                                                                         ;092;Vantaa                                  ;Vanda                                   ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;4     ;02;03;03;KOK   ;SAML  ;NCP   ;0101;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Helinä                                            ;Perttu                                            ;2;040;kasvatustieteiden maisteri, rehtori                                                                                                                                                                     ;186;Järvenpää                               ;Träskända                               ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;4     ;02;03;03;KOK   ;SAML  ;NCP   ;0102;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Tomi                                              ;Sandström                                         ;1;024;kauppatieteiden ylioppilas, vuoropäällikkö                                                                                                                                                              ;092;Vantaa                                  ;Vanda                                   ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;4     ;02;03;03;KOK   ;SAML  ;NCP   ;0103;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Alexander                                         ;Stubb                                             ;1;043;ulkoasiainministeri                                                                                                                                                                                     ;049;Espoo                                   ;Esbo                                    ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;4     ;02;03;03;KOK   ;SAML  ;NCP   ;0104;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Kari                                              ;Tolvanen                                          ;1;049;väkivaltarikosyksikön johtaja, rikosylikomisario                                                                                                                                                        ;049;Espoo                                   ;Esbo                                    ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;4     ;02;03;03;KOK   ;SAML  ;NCP   ;0105;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Raija                                             ;Vahasalo                                          ;2;050;kansanedustaja, rehtori                                                                                                                                                                                 ;257;Kirkkonummi                             ;Kyrkslätt                               ;  ; ;1; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;4     ;02;03;03;KOK   ;SAML  ;NCP   ;0106;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Tiina                                             ;Viitanen                                          ;2;048;filosofian maisteri, rehtori                                                                                                                                                                            ;092;Vantaa                                  ;Vanda                                   ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;31    ;16;04;04;M11   ;F11   ;C11   ;0107;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Pasi                                              ;Hallikainen                                       ;1;049;autonkuljettaja                                                                                                                                                                                         ;186;Järvenpää                               ;Träskända                               ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;31    ;16;04;04;M11   ;F11   ;C11   ;0108;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Jouni                                             ;Jokela                                            ;1;036;insinööri                                                                                                                                                                                               ;200;???                                     ;???                                     ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;31    ;16;04;04;M11   ;F11   ;C11   ;0109;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Richard                                           ;Järnefelt                                         ;1;047;teologian maisteri, pianisti                                                                                                                                                                            ;049;Espoo                                   ;Esbo                                    ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;31    ;16;04;04;M11   ;F11   ;C11   ;0110;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Marjukka                                          ;Kaakkola                                          ;2;049;sairaanhoitaja                                                                                                                                                                                          ;257;Kirkkonummi                             ;Kyrkslätt                               ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;31    ;16;04;04;M11   ;F11   ;C11   ;0111;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Samuel                                            ;Kielosto                                          ;1;050;yhteiskuntatieteiden kandidaatti                                                                                                                                                                        ;710;Raasepori                               ;Raseborg                                ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;31    ;16;04;04;M11   ;F11   ;C11   ;0112;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Mikael                                            ;Korkman                                           ;1;047;yrittäjä                                                                                                                                                                                                ;257;Kirkkonummi                             ;Kyrkslätt                               ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;31    ;16;04;04;M11   ;F11   ;C11   ;0113;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Seppo                                             ;Lintunen                                          ;1;061;ostopäällikkö                                                                                                                                                                                           ;049;Espoo                                   ;Esbo                                    ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;31    ;16;04;04;M11   ;F11   ;C11   ;0114;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Martti                                            ;Munne                                             ;1;029;rahoitusalan toimihenkilö                                                                                                                                                                               ;245;Kerava                                  ;Kervo                                   ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;31    ;16;04;04;M11   ;F11   ;C11   ;0115;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Sanna                                             ;Onkamo                                            ;2;025;opiskelija                                                                                                                                                                                              ;092;Vantaa                                  ;Vanda                                   ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;31    ;16;04;04;M11   ;F11   ;C11   ;0116;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Eerin                                             ;Rosenström                                        ;1;035;yrittäjä                                                                                                                                                                                                ;049;Espoo                                   ;Esbo                                    ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;31    ;16;04;04;M11   ;F11   ;C11   ;0117;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Timo                                              ;Röyhkiö                                           ;1;033;tradenomi, yrittäjä                                                                                                                                                                                     ;186;Järvenpää                               ;Träskända                               ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;31    ;16;04;04;M11   ;F11   ;C11   ;0118;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Lauri                                             ;Virkamäki                                         ;1;025;IT-tukihenkilö                                                                                                                                                                                          ;049;Espoo                                   ;Esbo                                    ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;31    ;16;04;04;M11   ;F11   ;C11   ;0119;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Jussi                                             ;Yli-Paavola                                       ;1;059;eläkeläinen                                                                                                                                                                                             ;049;Espoo                                   ;Esbo                                    ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;32    ;17;05;04;VP    ;FP    ;BWF   ;0120;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Lasse                                             ;Huhtaniemi                                        ;1;045;kunnossapitovastaava                                                                                                                                                                                    ;444;Lohja                                   ;Lojo                                    ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;32    ;17;05;04;VP    ;FP    ;BWF   ;0121;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Taina                                             ;Vuoristo                                          ;2;064;eläkeläinen                                                                                                                                                                                             ;710;Raasepori                               ;Raseborg                                ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;8     ;09;06;05;SKP   ;FKP   ;CPF   ;0122;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Irma                                              ;Hautala                                           ;2;067;ylioppilasmerkonomi                                                                                                                                                                                     ;092;Vantaa                                  ;Vanda                                   ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;8     ;09;06;05;SKP   ;FKP   ;CPF   ;0123;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Larry                                             ;Huldén                                            ;1;062;intendentti                                                                                                                                                                                             ;092;Vantaa                                  ;Vanda                                   ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;8     ;09;06;05;SKP   ;FKP   ;CPF   ;0124;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Lena                                              ;Huldén                                            ;2;054;dosentti                                                                                                                                                                                                ;092;Vantaa                                  ;Vanda                                   ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;8     ;09;06;05;SKP   ;FKP   ;CPF   ;0125;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Timo                                              ;Kallinen                                          ;1;063;teatteritaiteen tohtori                                                                                                                                                                                 ;106;Hyvinkää                                ;Hyvinge                                 ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;8     ;09;06;05;SKP   ;FKP   ;CPF   ;0126;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Markku                                            ;Kekäläinen                                        ;1;066;putkiasentaja                                                                                                                                                                                           ;049;Espoo                                   ;Esbo                                    ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;8     ;09;06;05;SKP   ;FKP   ;CPF   ;0127;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Tuukka                                            ;Koirikivi                                         ;1;020;opiskelija                                                                                                                                                                                              ;505;Mäntsälä                                ;Mäntsälä                                ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;8     ;09;06;05;SKP   ;FKP   ;CPF   ;0128;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Pertti                                            ;Kolehmainen                                       ;1;064;metallimies                                                                                                                                                                                             ;049;Espoo                                   ;Esbo                                    ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;8     ;09;06;05;SKP   ;FKP   ;CPF   ;0129;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Seppo                                             ;Kortelainen                                       ;1;067;toiminnanjohtaja                                                                                                                                                                                        ;092;Vantaa                                  ;Vanda                                   ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;8     ;09;06;05;SKP   ;FKP   ;CPF   ;0130;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Juha                                              ;Kovanen                                           ;1;064;insinööri                                                                                                                                                                                               ;092;Vantaa                                  ;Vanda                                   ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;8     ;09;06;05;SKP   ;FKP   ;CPF   ;0131;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Milutin                                           ;Krivokapic                                        ;1;030;puutarhuri                                                                                                                                                                                              ;106;Hyvinkää                                ;Hyvinge                                 ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;8     ;09;06;05;SKP   ;FKP   ;CPF   ;0132;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Heikki                                            ;Kurttila                                          ;1;064;tekniikan tohtori                                                                                                                                                                                       ;049;Espoo                                   ;Esbo                                    ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;8     ;09;06;05;SKP   ;FKP   ;CPF   ;0133;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Sippo                                             ;Kähmi                                             ;1;025;postityöntekijä                                                                                                                                                                                         ;753;Sipoo                                   ;Sibbo                                   ;  ; ; ; ; ;          ;0000000;
E   ;02;***;V;****;UUS;NYL;8     ;09;06;05;SKP   ;FKP   ;CPF   ;0134;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Hannele                                           ;Manner                                            ;2;056;lastentarhanopettaja                                                                                                                                                                                    ;049;Espoo                                   ;Esbo                                    ;  ; ; ; ; ;          ;0000000;
