E   ;01;***;V;****;HEL;HEL;2     ;04;01;01;KESK  ;CENT  ;CENT  ;0002;Helsingin vaalipiiri                    ;Helsingfors valkrets                    ;Riku                                              ;Eskelinen                                         ;1;036;ekoenergiavastaava                                                                                                                                                                                      ;091;Helsinki                                ;Helsingfors                             ;FI; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;13    ;06;05;04;VIHR  ;GRÖNA ;GREEN ;0117;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Tarja                                             ;Omenainen                                         ;2;050;teatteritaiteen maisteri, toimittaja                                                                                                                                                                    ;927;Vihti                                   ;Vichtis                                 ;FI; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;13    ;06;05;04;VIHR  ;GRÖNA ;GREEN ;0118;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Susanna                                           ;Rahkonen                                          ;2;046;varatuomari                                                                                                                                                                                             ;049;Espoo                                   ;Esbo                                    ;FI; ; ;1; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;13    ;06;05;04;VIHR  ;GRÖNA ;GREEN ;0119;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Marko                                             ;Reinikainen                                       ;1;049;dosentti, meribiologi, docent, marinbiolog                                                                                                                                                              ;710;Raasepori                               ;Raseborg                                ;SV; ; ;1; ;E-2011    ;0000828;
E   ;02;***;V;****;UUS;NYL;13    ;06;05;04;VIHR  ;GRÖNA ;GREEN ;0120;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Eve                                               ;Rämö                                              ;2;031;perhetyöntekijä                                                                                                                                                                                         ;092;Vantaa                                  ;Vanda                                   ;FI; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;13    ;06;05;04;VIHR  ;GRÖNA ;GREEN ;0121;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Fredrik (Fredu)                                   ;Sirviö                                            ;1;030;yrittäjä                                                                                                                                                                                                ;049;Espoo                                   ;Esbo                                    ;FI; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;13    ;06;05;04;VIHR  ;GRÖNA ;GREEN ;0122;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Oskari                                            ;Sundström                                         ;1;034;yrittäjä                                                                                                                                                                                                ;710;Raasepori                               ;Raseborg                                ;FI; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;13    ;06;05;04;VIHR  ;GRÖNA ;GREEN ;0123;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Jani                                              ;Toivola                                           ;1;037;kansanedustaja                                                                                                                                                                                          ;091;Helsinki                                ;Helsingfors                             ;FI; ;1; ; ;E-2011    ;0004174;
E   ;02;***;V;****;UUS;NYL;13    ;06;05;04;VIHR  ;GRÖNA ;GREEN ;0124;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Timo                                              ;Virtala                                           ;1;040;filosofian maisteri, yrittäjä, filosofie magister, företagare                                                                                                                                           ;407;Lapinjärvi                              ;Lappträsk                               ;FI; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;13    ;06;05;04;VIHR  ;GRÖNA ;GREEN ;0125;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Emmi                                              ;Wehka-aho                                         ;2;029;oikeustieteen maisteri, yrittäjä                                                                                                                                                                        ;257;Kirkkonummi                             ;Kyrkslätt                               ;FI; ; ;1; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;30    ;12;06;05;PIR   ;PIR   ;PIR   ;0126;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Timo                                              ;Anttila                                           ;1;033;web developer                                                                                                                                                                                           ;092;Vantaa                                  ;Vanda                                   ;FI; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;30    ;12;06;05;PIR   ;PIR   ;PIR   ;0127;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Kai                                               ;Hentilä                                           ;1;053;myyntipäällikkö                                                                                                                                                                                         ;049;Espoo                                   ;Esbo                                    ;FI; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;30    ;12;06;05;PIR   ;PIR   ;PIR   ;0128;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Roni                                              ;Kantola                                           ;1;027;filosofian ylioppilas                                                                                                                                                                                   ;092;Vantaa                                  ;Vanda                                   ;FI; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;30    ;12;06;05;PIR   ;PIR   ;PIR   ;0129;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Jouni                                             ;Karlsson                                          ;1;040;järjestelmäasiantuntija                                                                                                                                                                                 ;543;Nurmijärvi                              ;Nurmijärvi                              ;FI; ; ; ; ;E-2011    ;0000051;
E   ;02;***;V;****;UUS;NYL;30    ;12;06;05;PIR   ;PIR   ;PIR   ;0130;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Tapani                                            ;Karvinen                                          ;1;033;datanomi, puolueen puheenjohtaja                                                                                                                                                                        ;853;Turku                                   ;Åbo                                     ;FI; ; ; ; ;E-2011    ;0000225;
E   ;02;***;V;****;UUS;NYL;30    ;12;06;05;PIR   ;PIR   ;PIR   ;0131;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Jiri                                              ;Keronen                                           ;1;030;sisällöntuottaja, insinööriopiskelija                                                                                                                                                                   ;564;Oulu                                    ;Uleåborg                                ;FI; ; ; ; ;E-2011    ;0000401;
E   ;02;***;V;****;UUS;NYL;30    ;12;06;05;PIR   ;PIR   ;PIR   ;0132;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Olli                                              ;Kopakkala                                         ;1;026;yrittäjä                                                                                                                                                                                                ;049;Espoo                                   ;Esbo                                    ;FI; ; ; ; ;E-2011    ;0000250;
E   ;02;***;V;****;UUS;NYL;30    ;12;06;05;PIR   ;PIR   ;PIR   ;0133;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Harri                                             ;Kämäräinen                                        ;1;054;yrittäjä                                                                                                                                                                                                ;858;Tuusula                                 ;Tusby                                   ;FI; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;30    ;12;06;05;PIR   ;PIR   ;PIR   ;0134;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Joona                                             ;Laaksonen                                         ;1;022;merkonomi, toimistotyöntekijä                                                                                                                                                                           ;092;Vantaa                                  ;Vanda                                   ;FI; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;30    ;12;06;05;PIR   ;PIR   ;PIR   ;0135;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Mika                                              ;Letonsaari                                        ;1;040;diplomi-insinööri, ammattikorkeakoulun opettaja                                                                                                                                                         ;491;Mikkeli                                 ;S:t Michel                              ;FI; ; ; ; ;E-2011    ;0000110;
E   ;02;***;V;****;UUS;NYL;30    ;12;06;05;PIR   ;PIR   ;PIR   ;0136;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Janne                                             ;Lohilahti                                         ;1;025;turvatarkastaja                                                                                                                                                                                         ;092;Vantaa                                  ;Vanda                                   ;SV; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;30    ;12;06;05;PIR   ;PIR   ;PIR   ;0137;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Peter                                             ;Lönnberg                                          ;1;032;arkeologi, tutkija                                                                                                                                                                                      ;710;Raasepori                               ;Raseborg                                ;SV; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;30    ;12;06;05;PIR   ;PIR   ;PIR   ;0138;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Jaana                                             ;Mikkola                                           ;2;027;radiojuontaja, sihteeri                                                                                                                                                                                 ;091;Helsinki                                ;Helsingfors                             ;FI; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;30    ;12;06;05;PIR   ;PIR   ;PIR   ;0139;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Hannu                                             ;Mäkäräinen                                        ;1;047;tekniikan ylioppilas                                                                                                                                                                                    ;149;Inkoo                                   ;Ingå                                    ;FI; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;30    ;12;06;05;PIR   ;PIR   ;PIR   ;0140;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Juhana                                            ;Nerve                                             ;1;038;yrittäjä                                                                                                                                                                                                ;980;Ylöjärvi                                ;Ylöjärvi                                ;FI; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;30    ;12;06;05;PIR   ;PIR   ;PIR   ;0141;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Sari                                              ;Niemi                                             ;2;027;opiskelija                                                                                                                                                                                              ;853;Turku                                   ;Åbo                                     ;FI; ; ; ; ;E-2011    ;0000082;
E   ;02;***;V;****;UUS;NYL;30    ;12;06;05;PIR   ;PIR   ;PIR   ;0142;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Janne                                             ;Paalijärvi                                        ;1;033;tekniikan kandidaatti, ohjelmistotestaaja                                                                                                                                                               ;049;Espoo                                   ;Esbo                                    ;FI; ; ; ; ;E-2011    ;0000163;
E   ;02;***;V;****;UUS;NYL;30    ;12;06;05;PIR   ;PIR   ;PIR   ;0143;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Matias                                            ;Pajulahti                                         ;1;029;ylioppilas, levyseppä                                                                                                                                                                                   ;853;Turku                                   ;Åbo                                     ;FI; ; ; ; ;E-2011    ;0000036;
E   ;02;***;V;****;UUS;NYL;30    ;12;06;05;PIR   ;PIR   ;PIR   ;0144;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Tuure                                             ;Parkkinen                                         ;1;029;yrittäjä, opiskelija                                                                                                                                                                                    ;091;Helsinki                                ;Helsingfors                             ;FI; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;30    ;12;06;05;PIR   ;PIR   ;PIR   ;0145;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Tuomo                                             ;Ryynänen                                          ;1;043;kauppatieteiden maisteri, lehtori                                                                                                                                                                       ;543;Nurmijärvi                              ;Nurmijärvi                              ;FI; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;30    ;12;06;05;PIR   ;PIR   ;PIR   ;0146;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Tere                                              ;Sammallahti                                       ;1;033;energia- ja ympäristökonsultti, asiantuntija                                                                                                                                                            ;049;Espoo                                   ;Esbo                                    ;FI; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;30    ;12;06;05;PIR   ;PIR   ;PIR   ;0147;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Lennart                                           ;Sandström                                         ;1;034;tekniikan ylioppilas                                                                                                                                                                                    ;091;Helsinki                                ;Helsingfors                             ;SV; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;30    ;12;06;05;PIR   ;PIR   ;PIR   ;0148;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Sebastian                                         ;Sid                                               ;1;032;opiskelija                                                                                                                                                                                              ;853;Turku                                   ;Åbo                                     ;SV; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;30    ;12;06;05;PIR   ;PIR   ;PIR   ;0149;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Sampo                                             ;Smolander                                         ;1;039;filosofian tohtori, biologi                                                                                                                                                                             ;200;Espoo                                   ;Espoo                                   ;FI; ; ; ; ;E-2011    ;0000038;
E   ;02;***;V;****;UUS;NYL;30    ;12;06;05;PIR   ;PIR   ;PIR   ;0150;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Tuomas                                            ;Tiainen                                           ;1;022;opiskelija                                                                                                                                                                                              ;092;Vantaa                                  ;Vanda                                   ;FI; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;30    ;12;06;05;PIR   ;PIR   ;PIR   ;0151;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Tuukka                                            ;Virtaperko                                        ;1;027;kirjailija, sarjakuvapiirtäjä                                                                                                                                                                           ;091;Helsinki                                ;Helsingfors                             ;FI; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;30    ;12;06;05;PIR   ;PIR   ;PIR   ;0152;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Samu                                              ;Voutilainen                                       ;1;024;ohjelmoija                                                                                                                                                                                              ;245;Kerava                                  ;Kervo                                   ;FI; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;30    ;12;06;05;PIR   ;PIR   ;PIR   ;0153;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Pasi                                              ;Vähämartti                                        ;1;033;suunnitteluinsinööri                                                                                                                                                                                    ;398;Lahti                                   ;Lahtis                                  ;FI; ; ; ; ;E-2011    ;0000083;
E   ;02;***;V;****;UUS;NYL;30    ;12;06;05;PIR   ;PIR   ;PIR   ;0154;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Eena                                              ;Värne                                             ;2;028;opiskelija                                                                                                                                                                                              ;710;Raasepori                               ;Raseborg                                ;FI; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;15    ;05;07;06;VAS   ;VÄNST ;LEFT  ;0155;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Tiina                                             ;Ahlfors                                           ;2;039;psykoterapeutti, mielenterveys- ja päihdetyöntekijä                                                                                                                                                     ;049;Espoo                                   ;Esbo                                    ;FI; ; ; ; ;E-2011    ;0001070;
E   ;02;***;V;****;UUS;NYL;15    ;05;07;06;VAS   ;VÄNST ;LEFT  ;0156;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Birgit                                            ;Aittakumpu                                        ;2;041;kulttuurituottaja AMK, toiminnanjohtaja                                                                                                                                                                 ;444;Lohja                                   ;Lojo                                    ;FI; ; ;1; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;15    ;05;07;06;VAS   ;VÄNST ;LEFT  ;0157;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Juuso                                             ;Aromaa                                            ;1;028;konduktööri                                                                                                                                                                                             ;106;Hyvinkää                                ;Hyvinge                                 ;FI; ; ;1; ;E-2011    ;0001212;
E   ;02;***;V;****;UUS;NYL;15    ;05;07;06;VAS   ;VÄNST ;LEFT  ;0158;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Joonas                                            ;Dachinger                                         ;1;043;sairaanhoitaja                                                                                                                                                                                          ;638;Porvoo                                  ;Borgå                                   ;FI; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;15    ;05;07;06;VAS   ;VÄNST ;LEFT  ;0159;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Antero                                            ;Eerola                                            ;1;040;toimittaja                                                                                                                                                                                              ;092;Vantaa                                  ;Vanda                                   ;FI; ; ;1; ;E-2011    ;0002456;
E   ;02;***;V;****;UUS;NYL;15    ;05;07;06;VAS   ;VÄNST ;LEFT  ;0160;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Heidi                                             ;Gröndahl                                          ;2;032;toiminnanjohtaja                                                                                                                                                                                        ;927;Vihti                                   ;Vichtis                                 ;FI; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;15    ;05;07;06;VAS   ;VÄNST ;LEFT  ;0161;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Riitta                                            ;Gyllenbögel                                       ;2;039;säveltäjä, järjestötyöntekijä                                                                                                                                                                           ;092;Vantaa                                  ;Vanda                                   ;FI; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;15    ;05;07;06;VAS   ;VÄNST ;LEFT  ;0162;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Tanja                                             ;Hautakangas                                       ;2;038;teatteri-ilmaisun ohjaaja                                                                                                                                                                               ;092;Vantaa                                  ;Vanda                                   ;FI; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;15    ;05;07;06;VAS   ;VÄNST ;LEFT  ;0163;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Oula                                              ;Hyrske                                            ;1;032;kulttuurituottaja AMK, huoltamotyöntekijä                                                                                                                                                               ;186;Järvenpää                               ;Träskända                               ;FI; ; ;1; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;15    ;05;07;06;VAS   ;VÄNST ;LEFT  ;0164;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Paula                                             ;Hyttinen                                          ;2;062;kirjanpitäjä eläkkeellä                                                                                                                                                                                 ;858;Tuusula                                 ;Tusby                                   ;FI; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;15    ;05;07;06;VAS   ;VÄNST ;LEFT  ;0165;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Jari                                              ;Jääskeläinen                                      ;1;048;pääluottamusmies, kirvesmies                                                                                                                                                                            ;092;Vantaa                                  ;Vanda                                   ;FI; ; ; ; ;E-2011    ;0000542;
E   ;02;***;V;****;UUS;NYL;15    ;05;07;06;VAS   ;VÄNST ;LEFT  ;0166;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Jukka                                             ;Karhula                                           ;1;060;rehtori eläkkeellä                                                                                                                                                                                      ;049;Espoo                                   ;Esbo                                    ;FI; ; ; ; ;E-2011    ;0000316;
E   ;02;***;V;****;UUS;NYL;15    ;05;07;06;VAS   ;VÄNST ;LEFT  ;0167;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Ville                                             ;Karinen                                           ;1;039;filosofian maisteri, kirjastonhoitaja                                                                                                                                                                   ;092;Vantaa                                  ;Vanda                                   ;FI; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;15    ;05;07;06;VAS   ;VÄNST ;LEFT  ;0168;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Elina                                             ;Kinnunen                                          ;2;032;lähihoitaja, opiskelija                                                                                                                                                                                 ;257;Kirkkonummi                             ;Kyrkslätt                               ;FI; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;15    ;05;07;06;VAS   ;VÄNST ;LEFT  ;0169;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Kaarlo                                            ;Kivimäki                                          ;1;037;filosofian maisteri, aineenopettaja                                                                                                                                                                     ;092;Vantaa                                  ;Vanda                                   ;FI; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;15    ;05;07;06;VAS   ;VÄNST ;LEFT  ;0170;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Marja                                             ;Koskenalho                                        ;2;061;yhteiskuntatieteiden lisensiaatti, sosiaalityöntekijä                                                                                                                                                   ;049;Espoo                                   ;Esbo                                    ;FI; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;15    ;05;07;06;VAS   ;VÄNST ;LEFT  ;0171;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Pirkko                                            ;Kotila                                            ;2;051;valtiotieteen maisteri, toimittaja                                                                                                                                                                      ;092;Vantaa                                  ;Vanda                                   ;FI; ; ; ; ;E-2011    ;0000514;
E   ;02;***;V;****;UUS;NYL;15    ;05;07;06;VAS   ;VÄNST ;LEFT  ;0172;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Erkki                                             ;Laukkanen                                         ;1;059;kauppatieteiden tohtori, ekonomisti                                                                                                                                                                     ;505;Mäntsälä                                ;Mäntsälä                                ;FI; ; ;1; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;15    ;05;07;06;VAS   ;VÄNST ;LEFT  ;0173;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Juho                                              ;Lehto                                             ;1;043;kasvatustieteen maisteri, luokanopettaja                                                                                                                                                                ;224;Karkkila                                ;Högfors                                 ;FI; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;15    ;05;07;06;VAS   ;VÄNST ;LEFT  ;0174;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Armi                                              ;Lindell                                           ;2;035;sairaanhoitaja, psykoterapeutti                                                                                                                                                                         ;434;Loviisa                                 ;Lovisa                                  ;FI; ; ;1; ;E-2011    ;0001030;
E   ;02;***;V;****;UUS;NYL;15    ;05;07;06;VAS   ;VÄNST ;LEFT  ;0175;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Jouni                                             ;Lindén                                            ;1;048;pääluottamusmies, hitsaaja                                                                                                                                                                              ;444;Lohja                                   ;Lojo                                    ;FI; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;15    ;05;07;06;VAS   ;VÄNST ;LEFT  ;0176;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Pia                                               ;Lohikoski                                         ;2;037;valtiotieteiden maisteri, järjestö- ja koulutuspäällikkö                                                                                                                                                ;245;Kerava                                  ;Kervo                                   ;FI; ; ;1; ;E-2011    ;0001639;
E   ;02;***;V;****;UUS;NYL;15    ;05;07;06;VAS   ;VÄNST ;LEFT  ;0177;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Aarni                                             ;Moisala                                           ;1;058;liiketoimintaosaamisen yliopettaja, tuottaja                                                                                                                                                            ;710;Raasepori                               ;Raseborg                                ;FI; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;15    ;05;07;06;VAS   ;VÄNST ;LEFT  ;0178;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Anu                                               ;Nevanlinna                                        ;2;064;lastentarhanopettaja                                                                                                                                                                                    ;753;Sipoo                                   ;Sibbo                                   ;FI; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;15    ;05;07;06;VAS   ;VÄNST ;LEFT  ;0179;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Daniel                                            ;Nyman                                             ;1;027;skogsbruksstuderande, metsäalan opiskelija                                                                                                                                                              ;710;Raasepori                               ;Raseborg                                ;SV; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;15    ;05;07;06;VAS   ;VÄNST ;LEFT  ;0180;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Sara                                              ;Pekonen                                           ;2;034;sosionomi AMK, lähihoitaja                                                                                                                                                                              ;092;Vantaa                                  ;Vanda                                   ;FI; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;15    ;05;07;06;VAS   ;VÄNST ;LEFT  ;0181;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Tapio                                             ;Pulkkinen                                         ;1;037;insinööri, katu- ja kunnallistekniikan asiantuntija                                                                                                                                                     ;927;Vihti                                   ;Vichtis                                 ;FI; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;15    ;05;07;06;VAS   ;VÄNST ;LEFT  ;0182;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Riika                                             ;Raunisalo                                         ;2;035;agrologi AMK, vientiassistentti                                                                                                                                                                         ;106;Hyvinkää                                ;Hyvinge                                 ;FI; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;15    ;05;07;06;VAS   ;VÄNST ;LEFT  ;0183;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Sami                                              ;Ronkola                                           ;1;021;nuoriso- ja vapaa-ajanohjaaja                                                                                                                                                                           ;092;Vantaa                                  ;Vanda                                   ;FI; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;15    ;05;07;06;VAS   ;VÄNST ;LEFT  ;0184;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Anne-Maria                                        ;Salolahti                                         ;2;028;ravintolapäällikkö                                                                                                                                                                                      ;091;Helsinki                                ;Helsingfors                             ;FI; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;15    ;05;07;06;VAS   ;VÄNST ;LEFT  ;0185;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Jussi                                             ;Saramo                                            ;1;035;poliittinen sihteeri                                                                                                                                                                                    ;092;Vantaa                                  ;Vanda                                   ;FI; ; ;1; ;E-2011    ;0003088;
E   ;02;***;V;****;UUS;NYL;15    ;05;07;06;VAS   ;VÄNST ;LEFT  ;0186;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Veikko                                            ;Tanskanen                                         ;1;056;paperityöntekijä                                                                                                                                                                                        ;755;Siuntio                                 ;Sjundeå                                 ;FI; ; ;1; ;E-2011    ;0000182;
E   ;02;***;V;****;UUS;NYL;15    ;05;07;06;VAS   ;VÄNST ;LEFT  ;0187;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Kari                                              ;Uotila                                            ;1;060;kansanedustaja                                                                                                                                                                                          ;049;Espoo                                   ;Esbo                                    ;FI; ;1;1; ;E-2011    ;0003468;
E   ;02;***;V;****;UUS;NYL;15    ;05;07;06;VAS   ;VÄNST ;LEFT  ;0188;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Miikka                                            ;Uotinen                                           ;1;026;operaattori                                                                                                                                                                                             ;257;Kirkkonummi                             ;Kyrkslätt                               ;FI; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;15    ;05;07;06;VAS   ;VÄNST ;LEFT  ;0189;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Jaana                                             ;Wessman                                           ;2;041;filosofian tohtori, lääkäri                                                                                                                                                                             ;049;Espoo                                   ;Esbo                                    ;FI; ; ; ; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;5     ;07;08;07;RKP   ;SFP   ;SPP   ;0190;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Anna                                              ;Abrahamsson                                       ;2;025;politices kandidat, specialmedarbetare, valtiotieteiden kandidaatti, erityisavustaja                                                                                                                    ;753;Sipoo                                   ;Sibbo                                   ;SV; ; ;1; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;5     ;07;08;07;RKP   ;SFP   ;SPP   ;0191;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Anders                                            ;Adlercreutz                                       ;1;044;arkitekt, företagare, arkkitehti, yrittäjä                                                                                                                                                              ;257;Kirkkonummi                             ;Kyrkslätt                               ;SV; ; ;1; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;5     ;07;08;07;RKP   ;SFP   ;SPP   ;0192;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Anna                                              ;Aintila                                           ;2;047;tandläkare, hammaslääkäri                                                                                                                                                                               ;257;Kirkkonummi                             ;Kyrkslätt                               ;SV; ; ;1; ;E-2011    ;0000000;
E   ;02;***;V;****;UUS;NYL;5     ;07;08;07;RKP   ;SFP   ;SPP   ;0193;Uudenmaan vaalipiiri                    ;Nylands valkrets                        ;Niklas                                            ;Andersson                                         ;1;036;skogsbruksingenjör, klusterutvecklare, metsätalousinsinööri                                                                                                                                             ;710;Raasepori                               ;Raseborg                                ;SV; ; ;1; ;E-2011    ;0000597;
